user_name,twitter_id,party_name,state,office_title,account_type,first_name,middle_name,last_name,suffix,status,collecting,showing,bioguide_id,gender,fec_candidate_id,district,branch
MorgunSholtyNV,1491675900257058818,Republican,NV,House Candidate,campaign,Morgun,"",Sholty,"",1,true,true,,M,H2NV01280,01,H
BrogForNevada,1491469539313397762,Republican,NV,House Candidate,campaign,David,"",Brog,"",1,true,true,,M,H2NV01298,01,H
CandiceforMN_D1,1503790339404058627,Democrat,MN,House Candidate,campaign,Candice,Deal,Bartell,"",1,true,true,,F,H2MN01256,01,H
KenNavitsky,2800279758,Republican,MN,House Candidate,campaign,Ken,"",Navitsky,"",1,true,true,,M,H2MN01298,01,H
NelsTPierson,499072725,Republican,MN,House Candidate,campaign,Nels,"",Pierson,"",1,true,true,,M,H2MN01306,01,H
jeremymunson,33216214,Republican,MN,House Candidate,campaign,Jeremy,"",Munson,"",1,true,true,,M,H2MN01165,01,H
KevinKocinaMN,1501018159658291202,Republican,MN,House Candidate,campaign,Kevin,"",Kocina,"",1,true,true,,M,H2MN01199,01,H
BradFinstad,3221588438,Republican,MN,House Candidate,campaign,Brad,"",Finstad,"",1,true,true,,M,H2MN01223,01,H
jkcarnah,1443345746506432512,Republican,MN,House Candidate,campaign,Jennifer,"",Carnahan,"",1,true,true,,F,H2MN01272,01,H
benda4congress,1500559727893254144,Republican,MN,House Candidate,campaign,Matt,"",Benda,"",1,true,true,,M,H2MN01181,01,H
SouthernMN4Jeff,1503772316525867011,Democrat,MN,House Candidate,campaign,Jeff,"",Ettinger,"",1,true,true,,M,H2MN01249,01,H
SarahBrakebillH,1501717597955366913,Democrat,MN,House Candidate,campaign,Sarah,"",Brakebill-Hacke,"",1,true,true,,F,H2MN01207,01,H
Team_DENT,612044099,Democrat,MD,House Candidate,campaign,Marques,"",Dent,"",1,true,true,,M,H2MD02327,02,H
Matt4VA11,1480593139568103435,Republican,VA,House Candidate,campaign,Matthew,"",Chappell,"",1,true,true,,M,H2VA11214,11,H
babbforcongress,1483995446804680714,Republican,VA,House Candidate,campaign,Joe,"",Babb,"",1,true,true,,M,H2VA11248,11,H
Brooke4Congress,1489067098794086400,Republican,VA,House Candidate,campaign,Brooke,"",Taylor,"",1,true,true,,F,H2VA10265,10,H
BrandonMichon,1256246389123751941,Republican,VA,House Candidate,campaign,Brandon,"",Michon,"",1,true,true,,M,H2VA10257,10,H
Jmayhugh28,276992728,Republican,VA,House Candidate,campaign,Jeff,"",Mayhugh,"",1,true,true,,M,H2VA10281,10,H
CalebMaxVA10,1480673822101626883,Republican,VA,House Candidate,campaign,Caleb,"",Max,"",1,true,true,,M,H2VA10224,10,H
JohnHenleyVA,1480179445038292992,Republican,VA,House Candidate,campaign,John,"",Henley,"",1,true,true,,M,H2VA10232,10,H
HungCaoCongress,1486809015615209474,Republican,VA,House Candidate,campaign,Hung,"",Cao,"",1,true,true,,M,H2VA10240,10,H
DaveB4congress,1492700566006468608,Republican,VA,House Candidate,campaign,Dave,"",Beckwith,"",1,true,true,,M,H2VA10273,10,H
kezia_tunnell,1477820552995876865,Republican,VA,House Candidate,campaign,Kezia,"",Tunnell,"",1,true,true,,F,H2VA08178,08,H
KarinaCongress,1454476808594857989,Republican,VA,House Candidate,campaign,Karina,"",Lipsman,"",1,true,true,,F,H2VA08152,08,H
JeffJordan2022,1225486934266478595,Republican,VA,House Candidate,campaign,Jeff,"",Jordan,"",1,true,true,,M,H2VA08160,08,H
VoteVanuch,1493284319569354755,Republican,VA,House Candidate,campaign,Crystal,"",Vanuch,"",1,true,true,,F,H2VA07287,07,H
Ross4Liberty,1487098983579275264,Republican,VA,House Candidate,campaign,Dave,"",Ross,"",1,true,true,,M,H2VA07279,07,H
MerrittHale,1479464942805917705,Republican,VA,House Candidate,campaign,Merritt,"",Hale,"",1,true,true,,M,H2VA06206,06,H
votedanmoy,1484755472569802753,Republican,VA,House Candidate,campaign,Dan,"",Moy,"",1,true,true,,M,H2VA05125,05,H
TerryNamkung,1462576688773189634,Republican,VA,House Candidate,campaign,Terry,"",Namkung,"",1,true,true,,M,H2VA03070,03,H
herb4virginia,1032563522515939328,Democrat,VA,House Candidate,campaign,Herb,"",Jones,"",1,true,true,,M,H2VA01124,01,H
MaryPeltola,1514353565510164482,Democrat,AK,House Candidate,campaign,Mary,"",Peltola,"",1,true,true,,F,H2AK01158,01,H
TimAaldersUtah,1247345546802745350,Republican,UT,House Candidate,campaign,Tim,"",Aalders,"",1,true,true,,M,H2UT03280,03,H
SarahPalinUSA,65493023,Republican,AK,House Candidate,campaign,Sarah,"",Palin,"",1,true,true,,F,H2AK00226,01,H
electmattstoll,1487199258235183106,Republican,CA,House Candidate,campaign,Matt,"",Stoll,"",1,true,true,,M,H2CA22249,22,H
cconway157,4040924358,Republican,CA,House Candidate,campaign,Connie,"",Conway,"",1,true,true,,F,H2CA22231,22,H
RobertsforSTL,4785820572,Democrat,MO,House Candidate,campaign,Steve,"",Roberts,"",1,true,true,,M,H2MO01229,01,H
DanielsForUSRep,1481432567211560972,Democrat,MO,House Candidate,campaign,Michael,"",Daniels,"",1,true,true,,M,H2MO01203,01,H
GenaRossforMO6,1294805940798205956,Democrat,MO,Senate Candidate,campaign,Gena,"",Ross,"",1,true,true,,F,S2MO00650,00,S
DaveSchatzMO,95689513,Republican,MO,Senate Candidate,campaign,Dave,"",Schatz,"",1,true,true,,M,S2MO00643,00,S
buschvalentine,1507439443694833669,Democrat,MO,Senate Candidate,campaign,Trudy,Busch,Valentine,"",1,true,true,,F,S2MO00692,00,S
GarrettBartonSC,1421331252838273027,Republican,SC,House Candidate,campaign,Garrett,"",Barton,"",1,true,true,,M,H2SC07298,07,H
KenRichardsonD7,1486144132569518086,Republican,SC,House Candidate,campaign,Ken,"",Richardson,"",1,true,true,,M,H2SC07173,07,H
Marcel4Congress,1436828590784630788,Democrat,SC,House Candidate,campaign,Marcel,"",Dixon,"",1,true,true,,M,H2SC06134,06,H
KevinCongressSC,1358523467243679748,Democrat,SC,House Candidate,campaign,Kevin,"",Eckert,"",1,true,true,,M,H2SC05094,05,H
Lapierre4House4,1145382190894780420,Republican,SC,House Candidate,campaign,Michael,J,LaPierre,"",1,true,true,,M,H2SC04139,04,H
tnovsa,51971452,Democrat,SC,Senate Candidate,campaign,Catherine,Fleming,Bruce,"",1,true,true,,F,S2SC00145,00,S
philheimlich,47836428,Republican,OH,House Candidate,campaign,Phil,"",Heimlich,"",1,true,true,,M,H2OH08082,08,H
MatthewDiemer,913796543295062016,Democrat,OH,House Candidate,campaign,Matthew,"",Diemer,"",1,true,true,,M,H2OH16044,07,H
HeberlingOH,478931948,Democrat,OH,House Candidate,campaign,Martin,"",Heberling,"",1,true,true,,M,H2OH05070,05,H
SMeadows4OH2,1488999236737941510,Democrat,OH,House Candidate,campaign,Samantha,"",Meadows,"",1,true,true,,F,H2OH02127,02,H
Gara_4_Governor,106773922,Democrat,AK,Gubernatorial Candidate,campaign,Les,"",Gara,"",1,true,true,,M,"",00,""
Constant4Alaska,224825576,Democrat,AK,House Candidate,campaign,Christopher,"",Constant,"",1,true,true,,M,H2AK00200,00,H
NBegich,1447669588892676098,Republican,AK,House Candidate,campaign,Nick,"",Begich,"",1,true,true,,M,H2AK01083,00,H
KellyCooperAZ,1433165953429393411,Republican,AZ,House Candidate,campaign,Kelly,"",Cooper,"",1,true,true,,M,H2AZ09191,04,H
NN_MyronLizer,1086282853116067841,Republican,AZ,House Candidate,campaign,Myron,"",Lizer,"",1,true,true,,M,H2AZ02428,02,H
metz4congress,415013427,Democrat,AZ,House Candidate,campaign,Adam,"",Metzendorf,"",1,true,true,,M,H2AZ06270,01,H
aaron4az,991472006406303744,Democrat,AZ,Gubernatorial Candidate,campaign,Aaron,"",Lieberman,"",1,true,true,,M,"",00,""
katiehobbs,26659619,Democrat,AZ,Gubernatorial Candidate,campaign,Katie,"",Hobbs,"",1,true,true,,F,"",00,""
_JustinOlson,707180711795515392,Republican,AZ,Senate Candidate,campaign,Justin,"",Olson,"",1,true,true,,M,S2AZ00380,00,S
mattkilboy,1466113536619384847,Democrat,OH,House Candidate,campaign,Matt,"",Kilboy,"",1,true,true,,M,H2OH13223,14,H
Greg4Ohio,1478531089387950081,Republican,OH,House Candidate,campaign,Greg,"",Wheeler,"",1,true,true,,M,H2OH13256,13,H
EmiliaSykesOH,1871673438,Democrat,OH,House Candidate,campaign,Emilia,"",Sykes,"",1,true,true,,F,H2OH13264,13,H
craig_riedel,1480595847817613328,Republican,OH,House Candidate,campaign,Craig,"",Riedel,"",1,true,true,,M,H2OH09189,09,H
theresagavarone,827240645634977794,Republican,OH,House Candidate,campaign,Theresa,"",Gavarone,"",1,true,true,,F,H2OH09171,09,H
Jen4SenNC,1357514953452888065,Republican,NC,Senate Candidate,campaign,Jen,"",Banwart,"",1,true,true,,F,S2NC00513,00,S
GregforNC,1497738987502546946,Democrat,NC,Senate Candidate,campaign,Greg,"",Antoine,"",1,true,true,,M,S2NC00711,00,S
carrjr4senate,1384927674087493633,Democrat,NC,Senate Candidate,campaign,James,L,Carr,Jr.,1,true,true,,M,S2NC00570,00,S
MikeDurantAL,1443951992615968769,Republican,AL,Senate Candidate,campaign,Mike,"",Durant,"",1,true,true,,M,S2AL00202,00,S
JamesForAR,1397725068738826240,Democrat,AR,Senate Candidate,campaign,Natalie,"",James,"",1,true,true,,F,S2AR00115,00,S
JakeBequette91,232780049,Republican,AR,Senate Candidate,campaign,Jake,"",Bequette,"",1,true,true,,M,S2AR00107,00,S
PetersonForCA,1466849864554205184,Democrat,CA,House Candidate,campaign,David,"",Peterson,"",1,true,true,,M,H6CA01202,03,H
KevinKileyCA,3180247177,Republican,CA,House Candidate,campaign,Kevin,"",Kiley,"",1,true,true,,M,H2CA03157,03,H
SheriffSJones,4253672233,Republican,CA,House Candidate,campaign,Scott,"",Jones,"",1,true,true,,M,H2CA03140,03,H
NC11_Woodhouse,1465395821634105349,Republican,NC,House Candidate,campaign,Michele,"",Woodhouse,"",1,true,true,,F,H2NC14035,11,H
PatHarriganNC,1483859414742405122,Republican,NC,House Candidate,campaign,Pat,"",Harrigan,"",1,true,true,,M,H2NC13243,14,H
devanbarbour,324625413,Republican,NC,House Candidate,campaign,DeVan,"",Barbour,"",1,true,true,,M,H2NC04168,13,H
ChadSlotta,1409115617953816578,Republican,NC,House Candidate,campaign,Chad,"",Slotta,"",1,true,true,,M,H2NC07187,13,H
ElectSamSearcy,882403440785326081,Democrat,NC,House Candidate,campaign,Sam,"",Seary,"",1,true,true,,M,H2NC13250,13,H
RepReneeEllmers,213634439,Republican,NC,House Candidate,campaign,Renee,"",Ellmers,"",1,true,true,,F,H0NC02059,13,H
KellyDaughtryNC,1478055734097162240,Republican,NC,House Candidate,campaign,Kelly,"",Daughtry,"",1,true,true,,F,H2NC04200,13,H
votetylerlee,1390864309018841094,Republican,NC,House Candidate,campaign,Tyler,"",Lee,"",1,true,true,,M,H2NC12229,12,H
CuttForCongress,1417199640143966213,Republican,NC,House Candidate,campaign,Rod,"",Honeycutt,"",1,true,true,,M,H2NC11247,11,H
ChuckEdwards4NC,838404430793953280,Republican,NC,House Candidate,campaign,Chuck,"",Edwards,"",1,true,true,,M,H2NC14050,11,H
burril4congress,1209481978849955841,Republican,NC,House Candidate,campaign,Matthew,"",Burril,"",1,true,true,,M,H0NC11217,11,H
PamGenant,1468857990287708163,Democrat,NC,House Candidate,campaign,Pam,"",Genant,"",1,true,true,,F,H2NC13235,10,H
Castelli4NC,1450250240414654464,Republican,NC,House Candidate,campaign,Christian,"",Castelli,"",1,true,true,,M,H2NC07161,06,H
ElectAustin,1420490873356357638,Republican,NC,House Candidate,campaign,Gerry,"",Austin,"",1,true,true,,M,H2NC06080,06,H
KP4NC,1475838281405321218,Democrat,NC,House Candidate,campaign,Kyle,"",Parrish,"",1,true,true,,M,H2NC07203,05,H
CourtneyGeels,1449091346166341636,Republican,NC,House Candidate,campaign,Courtney,"",Geels,"",1,true,true,,F,H2NC13185,04,H
RLWatkinsNC,799651165017350144,Democrat,NC,House Candidate,campaign,Richard,"",Watkins,"",1,true,true,,M,H2NC06122,04,H
FousheeforNC,822521744661458944,Democrat,NC,House Candidate,campaign,Valerie,"",Foushee,"",1,true,true,,F,H2NC06114,04,H
CrystalforNC,1494309082848706569,Democrat,NC,House Candidate,campaign,Crystal,"",Cavalier,"",1,true,true,,F,H2NC07195,04,H
NidaAllam,97753971,Democrat,NC,House Candidate,campaign,Nida,"",Allam,"",1,true,true,,F,H2NC06098,04,H
TonyCowdenNC,1471913169115394051,Republican,NC,House Candidate,campaign,Tony,"",Cowden,"",1,true,true,,M,H2NC04192,03,H
Brent4Congress,1476952205525663749,Republican,NC,House Candidate,campaign,Brent,"",Roberson,"",1,true,true,,M,H2NC02311,01,H
SandyRobersonNC,1466847160566272006,Republican,NC,House Candidate,campaign,Sandy,"",Roberson,"",1,true,true,,M,H2NC02253,01,H
MurphyforNC,1499355432330088449,Republican,NC,House Candidate,campaign,Brad,"",Murphy,"",1,true,true,,M,H2NC02295,01,H
DonDavisNC,226330560,Democrat,NC,House Candidate,campaign,Don,"",Davis,"",1,true,true,,M,H2NC02287,01,H
FashShowDinner,1420511263566843905,Democrat,NC,Senate Candidate,campaign,Constance,Lov,Johnson,"",1,true,true,,F,S2NC00620,00,S
JeremyShafferPA,2793021246,Republican,PA,House Candidate,campaign,Jeremy,"",Shaffer,"",1,true,true,,M,H2PA17160,17,H
wrmurray_ne,1138936910854758402,Democrat,PA,House Candidate,campaign,William,Roysdon,Murray,"",1,true,true,,M,H2PA17095,17,H
PatelForPA,1482038376777895942,Democrat,PA,House Candidate,campaign,Bhavini,"",Patel,"",1,true,true,,F,H2PA18259,12,H
LanzaroFisherPA,1278495129251328001,Democrat,PA,House Candidate,campaign,Jon,"",Lanzaro-Fisher,"",1,true,true,,M,H2PA08110,08,H
Vote_Lanni,1493266392854024197,Democrat,PA,House Candidate,campaign,Lou,"",Lanni,"",1,true,true,,M,H2PA05108,05,H
MichaelforPa,1227284287139074048,Democrat,PA,House Candidate,campaign,Michael,"",Cogbill,"",1,true,true,,M,H2PA03145,03,H
Joy53461188,1276971760051781635,Republican,PA,House Candidate,campaign,Caroline,"",Avery,"",1,true,true,,F,H2PA01123,01,H
HartofPgh,2690792306,Republican,PA,Gubernatorial Candidate,campaign,Melissa,"",Hart,"",1,true,true,,F,"",00,""
BochettoForPA,1480660705867177988,Republican,PA,Senate Candidate,campaign,George,"",Bochetto,"",1,true,true,,M,S2PA00703,00,S
ZimmermanforNY,1482014742529155086,Democrat,NY,House Candidate,campaign,Robert,"",Zimmerman,"",1,true,true,,M,H2NY03188,03,H
JoshLafazan,620074627,Democrat,NY,House Candidate,campaign,Josh,"",Lafazan,"",1,true,true,,M,H2NY03162,03,H
Biaggi4NY,2447662261,Democrat,NY,House Candidate,campaign,Alessandra,"",Biaggi,"",1,true,true,,F,H2NY03196,03,H
mike4congress2,1468270640562118656,Republican,NY,House Candidate,campaign,Mike,"",Rakebrandt,"",1,true,true,,M,H2NY02131,02,H
iamcaitcorrigan,1400997101706883079,Republican,NY,House Candidate,campaign,Cait,"",Corrigan,"",1,true,true,,F,H2NY02149,02,H
cornicelliny,95308091,Republican,NY,House Candidate,campaign,Robert,"",Cornicelli,"",1,true,true,,M,H2NY01158,01,H
afigliola1,1463204268630941700,Republican,NY,House Candidate,campaign,Anthony,M,Figliola,"",1,true,true,,M,H2NY01174,01,H
miciforsenate,1461036243140026369,Republican,NY,Senate Candidate,campaign,Aleksander,"",Mici,"",1,true,true,,M,S2NY00440,00,S
ForSwartz,1194732713338691585,Democrat,OH,House Candidate,campaign,Craig,"",Swartz,"",1,true,true,,M,H2OH05062,05,H
votelandsman,106162639,Democrat,OH,House Candidate,campaign,Greg,"",Landsman,"",1,true,true,,M,H2OH01194,01,H
JocelynBenson,23228918,Democrat,MI,State Candidate,campaign,Jocelyn,"",Benson,"",1,true,true,,F,"",00,""
KristinaKaramo,1018725984,Republican,MI,State Candidate,campaign,Kristina,"",Karamo,"",1,true,true,,F,"",00,""
BeauMattLaFave,1257168498,Republican,MI,State Candidate,campaign,Beau,"",LaFave,"",1,true,true,,M,"",00,""
MichaelRGriffie,1481305711971872771,Democrat,MI,House Candidate,campaign,Michael,"",Griffie,"",1,true,true,,M,H2MI13212,13,H
huwaida4mi,1455952964397457408,Democrat,MI,House Candidate,campaign,Huwaida,"",Arraf,"",1,true,true,,F,H2MI10127,10,H
barrettbrigade1,1459495909079801860,Republican,MI,House Candidate,campaign,Tom,"",Barrett,"",1,true,true,,M,H2MI07123,07,H
SherryCongress,1444864775108837381,Republican,MI,House Candidate,campaign,Sherry,"",O'Donnell,"",1,true,true,,F,H2MI06141,04,H
AlfonsoforMI4,1256761233367281666,Democrat,MI,House Candidate,campaign,Joseph,"",Alfonso,"",1,true,true,,M,H2MI04260,04,H
votejohngibbs,1458830535879323655,Republican,MI,House Candidate,campaign,John,"",Gibbs,"",1,true,true,,M,H2MI03197,03,H
Teresa4Oregon,1483900403649433602,Democrat,OR,House Candidate,campaign,Teresa,Alonso,Leon,"",1,true,true,,F,H2OR06108,06,H
DrJohnDiPaola,1463269888823230465,Republican,OR,House Candidate,campaign,John,"",Di Paola,"",1,true,true,,M,H2OR05217,05,H
AndrewKalloch,323959552,Democrat,OR,House Candidate,campaign,Andrew,"",Kalloch,"",1,true,true,,M,H2OR04103,04,H
SamiOregon,16537540,Democrat,OR,House Candidate,campaign,Sami,"",Al-Abdrabbuh,"",1,true,true,,M,H2OR04152,04,H
ValHoyle,118612783,Democrat,OR,House Candidate,campaign,Val,"",Hoyle,"",1,true,true,,F,H2OR04095,04,H
ChristineDrazan,965763444627550210,Republican,OR,Gubernatorial Candidate,campaign,Christine,"",Drazan,"",1,true,true,,F,"",00,""
TobyAndersonNJ,1481260462343798786,Republican,NJ,House Candidate,campaign,Toby,"",Anderson,"",1,true,true,,M,H2NJ11228,11,H
Quinn_NJ9th,1480605460034113537,Republican,NJ,House Candidate,campaign,Patrick,"",Quinn,"",1,true,true,,M,H2NJ11152,09,H
RicardoRojasNJ,756320672784211968,Democrat,NJ,House Candidate,campaign,Ricardo,"",Rojas,"",1,true,true,,M,H2NJ08257,08,H
DavidOcampoNJ,517975344,Democrat,NJ,House Candidate,campaign,David,Ocampo,Grajales,"",1,true,true,,M,H2NJ08240,08,H
sterlingschwab,2281565005,Republican,NJ,House Candidate,campaign,Sterling,"",Schwab,"",1,true,true,,M,H2NJ07234,07,H
ErikPetersonD7,1483107341029498882,Republican,NJ,House Candidate,campaign,Erik,"",Peterson,"",1,true,true,,M,H2NJ07218,07,H
KileysSue,2403769593,Republican,NJ,House Candidate,campaign,Sue,"",Kiley,"",1,true,true,,F,H2NJ06228,06,H
Fred4NJ5,1427630969981394963,Republican,NJ,House Candidate,campaign,Fred,"",Schneiderman,"",1,true,true,,M,H2NJ05329,05,H
MikeCrispiNJ,792177705831858176,Republican,NJ,House Candidate,campaign,Mike,"",Crispi,"",1,true,true,,M,H2NJ04207,04,H
BurgForCongress,1606884882,Republican,NJ,House Candidate,campaign,David,"",Burg,"",1,true,true,,M,H2NJ04199,04,H
AZKellyT,1385062593648218123,Republican,AZ,House Candidate,campaign,Kelly,"",Townsend,"",1,true,true,,F,H2AZ06288,01,H
ScottBaughCA47,1478088096574967808,Republican,CA,House Candidate,campaign,Scott,"",Baugh,"",1,true,true,,M,H2CA47196,47,H
DeidreDeJear,36231074,Democrat,IA,Gubernatorial Candidate,campaign,Deidre,"",DeJear,"",1,true,true,,F,"",00,""
RobertGarcia,18120497,Democrat,CA,House Candidate,campaign,Robert,"",Garcia,"",1,true,true,,M,H2CA47188,42,H
CGarcia_CA,746016630006812672,Democrat,CA,House Candidate,campaign,Cristina,"",Garcia,"",1,true,true,,F,H2CA42213,42,H
sydneykamlager,993539467817373696,Democrat,CA,House Candidate,campaign,Sydney,"",Kamlager,"",1,true,true,,F,H2CA37304,37,H
RudySalasCA,1459288390247993347,Democrat,CA,House Candidate,campaign,Rudy,"",Salas,"",1,true,true,,M,H2CA21233,22,H
EmilyBeach650,968562897767907328,Democrat,CA,House Candidate,campaign,Emily,"",Beach,"",1,true,true,,F,H2CA14188,14,H
davidcanepa,813998038314164228,Democrat,CA,House Candidate,campaign,David,"",Canepa,"",1,true,true,,M,H2CA14170,14,H
kevinmullin,18973663,Democrat,CA,House Candidate,campaign,Kevin,"",Mullin,"",1,true,true,,M,H2CA14162,15,H
AdamGrayCA,2426056399,Democrat,CA,House Candidate,campaign,Adam,C,Gray,"",1,true,true,,M,H2CA13115,13,H
Monteforte_VA,1471318937308704768,Republican,VA,House Candidate,campaign,Michael,"",Monteforte,"",1,true,true,C001127,M,H2VA07246,07,H
yestoyesli,1064712948613095424,Republican,VA,House Candidate,campaign,Yesli,"",Vega,"",1,true,true,,F,H2VA07261,07,H
GinaCiarcia,1390102072700329985,Republican,VA,House Candidate,campaign,Gina,"",Ciarcia,"",1,true,true,,F,H2VA07253,07,H
JessicaForeGA,1482072840442630144,Democrat,GA,House Candidate,campaign,Jessica,"",Fore,"",1,true,true,,F,H2GA10273,10,H
SarahKleeHoodNY,1456304228125839365,Democrat,NY,House Candidate,campaign,Sarah,Klee,Hood,"",1,true,true,,F,H2NY24150,24,H
Erin_Houchin,2327983291,Republican,IN,House Candidate,campaign,Erin,"",Houchin,"",1,true,true,,F,H2IN09241,09,H
TCBookwalter,1473098432369905671,Republican,IN,House Candidate,campaign,T,Charles,Bookwalter,"",1,true,true,,M,H2IN04168,04,H
JenRuthGreen,1336194495520661505,Republican,IN,House Candidate,campaign,Jennifer-Ruth,"",Green,"",1,true,true,,F,H2IN01172,01,H
BobHealey4NJ,1458465766844608512,Republican,NJ,House Candidate,campaign,Bob,"",Healey,"",1,true,true,,M,H2NJ03258,03,H
DaveMcCormickPA,1471899548331257867,Republican,PA,Senate Candidate,campaign,Dave,"",McCormick,"",1,true,true,,M,"",00,""
lauraneumanMD,1355374194,Democrat,MD,Gubernatorial Candidate,campaign,Laura,"",Neuman,"",1,true,true,,F,"",00,""
DrGlennHurst,825929083682951168,Democrat,IA,Senate Candidate,campaign,Glenn,"",Hurst,"",1,true,true,,M,S2IA00156,00,S
NunnForCongress,1412368005728722947,Republican,IA,House Candidate,campaign,Zach,"",Nunn,"",1,true,true,,M,H2IA03119,03,H
NicoleHasso,1397335577947684864,Republican,IA,House Candidate,campaign,Nicole,"",Hasso,"",1,true,true,,F,H2IA03101,03,H
clvrlibertyname,1381994044319010816,Republican,NJ,House Candidate,campaign,Scott,"",Hitchner,"",1,true,true,,M,H2NJ02235,02,H
RevCurtisGreen,1188325148,Democrat,NJ,House Candidate,campaign,Curtis,"",Green,"",1,true,true,,M,H2NJ02227,02,H
Donate2Barker,1460024065889026053,Republican,NJ,House Candidate,campaign,John,"",Barker,"",1,true,true,,M,H2NJ03266,02,H
JerseyRizzo,373364557,Republican,NJ,House Candidate,campaign,Phil,"",Rizzo,"",1,true,true,,M,H2NJ11202,11,H
tashi_davis,1429200311944626178,Democrat,MD,House Candidate,campaign,Tashi,"",Davis,"",1,true,true,,M,H2MD07094,07,H
Curtis4change,1469509861553680389,Democrat,MD,House Candidate,campaign,James,"",Curtis,"",1,true,true,,M,H2MD04331,04,H
Angela4Congress,1452868870134452229,Democrat,MD,House Candidate,campaign,Angela,"",Angel,"",1,true,true,,F,H2MD04349,04,H
ILforDowell,1397294586544984067,Democrat,IL,House Candidate,campaign,Pat,"",Dowell,"",1,true,true,,F,H2IL01281,01,H
DrKermitJones,2909879002,Democrat,CA,House Candidate,campaign,Kermit,"",Jones,"",1,true,true,,M,H2CA04122,03,H
BethHampsonCA,1477075818580885509,Democrat,CA,House Candidate,campaign,Beth,"",Hampson,"",1,true,true,,F,H2CA02225,02,H
Henk4Senate,1399356292016140288,Other,CA,Senate Candidate,campaign,James,"",Conn,"",1,true,true,,M,S2CA01078,00,S
RepTiffany,1267841066335682562,Republican,WI,House Candidate,official,Tom,"",Tiffany,"",1,true,true,,M,H0WI07101,07,H
RepMikeCarey,1457745193197780993,Republican,OH,House Candidate,official,Mike,"",Carey,"",1,true,true,,M,H2OH15228,15,H
RepShontelBrown,1456381091598700556,Democrat,OH,House Candidate,official,Shontel,"",Brown,"",1,true,true,,F,H2OH11169,11,H
madisongesiotto,2175836343,Republican,OH,House Candidate,campaign,Madison,Gesiotto,Gilbert,"",1,true,true,,F,H2OH09163,13,H
Martin4Pa,1217919614312681472,Republican,PA,Gubernatorial Candidate,campaign,Scott,"",Martin,"",1,true,true,,M,"",00,""
DrOz,38531995,Republican,PA,Senate Candidate,campaign,Mehmet,"",Oz,"",1,true,true,,M,S2PA00638,00,S
knapp_wy,1395015755821772812,Republican,WY,House Candidate,campaign,Denton,"",Knapp,"",1,true,true,,M,H2WY01040,01,H
HagemanforWY,1435822302323695629,Republican,WY,House Candidate,campaign,Harriet,"",Hageman,"",1,true,true,,F,H2WY00166,01,H
mvsforwi,1432728839671750667,Democrat,WI,House Candidate,campaign,Mike,"",Van Someren,"",1,true,true,,M,H2WI05275,05,H
jessicaforwis,1216789836583051264,Democrat,WI,House Candidate,campaign,Jessica,"",Katzenmeyer,"",1,true,true,,F,H2WI05267,05,H
pfaff4congress,1254603163354701824,Democrat,WI,House Candidate,campaign,Brad,"",Pfaff,"",1,true,true,,M,H2WI03122,03,H
DebMcGrathWI,1457835521649094657,Democrat,WI,House Candidate,campaign,Deb,"",McGrath,"",1,true,true,,F,H2WI03148,03,H
RebeccaforWI,1445874755127726080,Democrat,WI,House Candidate,campaign,Rebecca,"",Cooke,"",1,true,true,,F,H2WI03130,03,H
BarryCongress,1441214742912114701,Republican,WI,House Candidate,campaign,Charity,"",Barry,"",1,true,true,,F,H2WI02173,02,H
AnnRoe4Congress,875696058453508096,Democrat,WI,House Candidate,campaign,Ann,"",Roe,"",1,true,true,,F,H2WI01100,01,H
votewichmann,870262423122583553,Republican,WI,Gubernatorial Candidate,campaign,Jonathan,"",Wichmann,"",1,true,true,,M,"",00,""
RebeccaforReal,41189107,Republican,WI,Gubernatorial Candidate,campaign,Rebecca,"",Kleefisch,"",1,true,true,,F,"",00,""
DeedeeGaustad,1373368840541908996,Republican,WI,Senate Candidate,campaign,Deedee,"",Carleton,"",1,true,true,,F,"",00,""
BeyerForSenate,1418588715744702470,Republican,WI,Senate Candidate,campaign,Brad,"",Beyer,"",1,true,true,,M,S2WI00482,00,S
WilliamsWorksWI,1432125377703550979,Democrat,WI,Senate Candidate,campaign,Darrell,"",Williams,"",1,true,true,,M,S2WI00466,00,S
StevenOlikara,72365128,Democrat,WI,Senate Candidate,campaign,Steven,"",Olikara,"",1,true,true,,M,S2WI00383,00,S
MurphyForWI,1258857705374187523,Democrat,WI,Senate Candidate,campaign,Adam,"",Murphy,"",1,true,true,,M,S2WI00409,00,S
ChantiaLewis1,935345937018474502,Democrat,WI,Senate Candidate,campaign,Chantia,"",Lewis,"",1,true,true,,F,S2WI00458,00,S
GillianBattino,1357066144696291329,Democrat,WI,Senate Candidate,campaign,Gillian,"",Battino,"",1,true,true,,F,S2WI00334,00,S
TheOtherMandela,540973577,Democrat,WI,Senate Candidate,campaign,Mandela,"",Barnes,"",1,true,true,,M,S2WI00441,00,S
Swank4America,999123575142465538,Republican,WA,House Candidate,campaign,Keith,"",Swank,"",1,true,true,,M,H2WA08166,10,H
KrystalForWA,1396669933946212352,Democrat,WA,House Candidate,campaign,Krystal,"",Marx,"",1,true,true,,F,H2WA09131,09,H
ChanForCongress,1391934993677524992,Republican,WA,House Candidate,campaign,Sea,"",Chan,"",1,true,true,,M,H2WA09156,09,H
